,country,date,count,adjusted_count,RATE_7_day_avg,source,population,F0,F1,RATE,std_error,ci_above,ci_below,jhu_past_100,category,num_sites,country_source
0,France,2020-04-06,,,,JHU CSSE,67059887,8.263722424986932,0.0014912044215046171,,,,,True,Hospitalization Rate,,France_JHU CSSE
1,France,2020-04-13,1581.5371111075,1581.5371111075,,JHU CSSE,67059887,8.263722424986932,0.0014912044215046171,2.358395132857143,0.0593030290100897,,,True,Hospitalization Rate,,France_JHU CSSE
2,France,2020-04-20,1143.2298902539023,1143.2298902539023,,JHU CSSE,67059887,8.263722424986932,0.0014912044215046171,1.7047894671428574,0.05042013081238415,,,True,Hospitalization Rate,,France_JHU CSSE
3,France,2020-04-27,688.19666049845,688.19666049845,,JHU CSSE,67059887,8.263722424986932,0.0014912044215046171,1.0262419030000005,0.03911951512080528,,,True,Hospitalization Rate,,France_JHU CSSE
4,France,2020-05-04,463.0388415563084,463.0388415563084,0.9968232524693882,JHU CSSE,67059887,8.263722424986932,0.0014912044215046171,0.6904855678571429,0.03208823977368808,1.0597162024258169,0.9339303025129595,True,Hospitalization Rate,,France_JHU CSSE
5,France,2020-05-11,361.8250410333367,361.8250410333367,0.6886583224081635,JHU CSSE,67059887,8.263722424986932,0.0014912044215046171,0.5395551010000011,0.028365241974229162,0.7442541966776527,0.6330624481386743,True,Hospitalization Rate,,France_JHU CSSE
6,France,2020-05-18,253.1774586165393,253.1774586165393,0.4652166689387757,JHU CSSE,67059887,8.263722424986932,0.0014912044215046171,0.3775393457142856,0.023727375363092794,0.5117223246504377,0.41871101322711385,True,Hospitalization Rate,,France_JHU CSSE
7,France,2020-05-25,188.27482380383844,188.27482380383844,0.3369440445918368,JHU CSSE,67059887,8.263722424986932,0.0014912044215046171,0.28075624971428664,0.02046130398921336,0.377048200410695,0.2968398887729786,True,Hospitalization Rate,,France_JHU CSSE
8,France,2020-06-01,134.951733998696,134.951733998696,0.254474370632653,JHU CSSE,67059887,8.263722424986932,0.0014912044215046171,0.20124062242857044,0.01732313210570841,0.2884277095598415,0.2205210317054645,True,Hospitalization Rate,,France_JHU CSSE
9,France,2020-06-08,94.35184796138128,94.35184796138128,0.19466253914285694,JHU CSSE,67059887,8.263722424986932,0.0014912044215046171,0.14069789285714315,0.014484796164425467,0.22305273962513086,0.16627233866058302,True,Hospitalization Rate,,France_JHU CSSE
10,France,2020-06-15,86.0603219255081,86.0603219255081,0.15708219287755062,JHU CSSE,67059887,8.263722424986932,0.0014912044215046171,0.12833353257142843,0.01383370995784648,0.18419626439492973,0.12996812136017152,True,Hospitalization Rate,,France_JHU CSSE
11,France,2020-06-22,75.91035039222879,75.91035039222879,0.13454616675510142,JHU CSSE,67059887,8.263722424986932,0.0014912044215046171,0.11319785014285633,0.012992349080818465,0.16001117095350562,0.10908116255669723,True,Hospitalization Rate,,France_JHU CSSE
12,France,2020-06-29,81.05681476552309,81.05681476552309,0.12647583308163218,JHU CSSE,67059887,8.263722424986932,0.0014912044215046171,0.12087228057142876,0.013425545770115314,0.1527899027910582,0.10016176337220617,True,Hospitalization Rate,,France_JHU CSSE
13,France,2020-07-06,76.76809443847742,76.76809443847742,0.12754172620408094,JHU CSSE,67059887,8.263722424986932,0.0014912044215046171,0.11447692185714153,0.013065545990643024,0.15315019634574126,0.10193325606242061,True,Hospitalization Rate,,France_JHU CSSE
14,France,2020-07-13,82.486388239804,82.486388239804,-2.0564323376368616,JHU CSSE,67059887,8.263722424986932,0.0014912044215046171,0.12300406685714217,0.013543419374752445,-2.029887235662347,-2.0829774396113763,True,Hospitalization Rate,,France_JHU CSSE
15,France,2020-07-20,97.06803750503605,97.06803750503605,-2.0204886478817596,JHU CSSE,67059887,8.263722424986932,0.0014912044215046171,0.14474828671428575,0.01469181013876646,-1.9916927000097773,-2.049284595753742,True,Hospitalization Rate,,France_JHU CSSE
16,France,2020-07-27,99.35535502556559,99.35535502556559,-2.0013494960654334,JHU CSSE,67059887,8.263722424986932,0.0014912044215046171,0.14815914471428437,0.014863901630604371,-1.9722162488694488,-2.030482743261418,True,Hospitalization Rate,,France_JHU CSSE
17,Germany,2020-04-06,-12602.504123252951,-12602.504123252951,-1.9937108629225762,JHU CSSE,83132799,113.11686672442964,0.0012028946601449087,-15.15948491431517,,,,True,Hospitalization Rate,,Germany_JHU CSSE
18,Germany,2020-04-13,303.27150873263054,303.27150873263054,-1.9930918534735966,JHU CSSE,83132799,113.11686672442964,0.0012028946601449087,0.3648036784285713,0.020948040404365962,-1.9520336942810395,-2.034150012666154,True,Hospitalization Rate,,Germany_JHU CSSE
19,Germany,2020-04-20,211.86089832256266,211.86089832256266,-2.00229017220829,JHU CSSE,83132799,113.11686672442964,0.0012028946601449087,0.2548463432857141,0.01750866372673374,-1.967973191303892,-2.0366071531126884,True,Hospitalization Rate,,Germany_JHU CSSE
20,Germany,2020-04-27,139.6193361078772,139.6193361078772,-2.014581496922576,JHU CSSE,83132799,113.11686672442964,0.0012028946601449087,0.1679473538571427,0.01421347864318318,-1.9867230787819372,-2.0424399150632153,True,Hospitalization Rate,,Germany_JHU CSSE
21,Germany,2020-05-04,105.8589228292526,105.8589228292526,0.15833561273469318,JHU CSSE,83132799,113.11686672442964,0.0012028946601449087,0.12733713299999994,0.012376314367527272,0.18259318889504664,0.13407803657433973,True,Hospitalization Rate,,Germany_JHU CSSE
22,Germany,2020-05-11,66.80556347448419,66.80556347448419,0.1117272721428565,JHU CSSE,83132799,113.11686672442964,0.0012028946601449087,0.08036005557142878,0.009831819858796224,0.1309976390660971,0.09245690521961591,True,Hospitalization Rate,,Germany_JHU CSSE
23,Germany,2020-05-18,51.641988091294934,51.641988091294934,0.08203166273469331,JHU CSSE,83132799,113.11686672442964,0.0012028946601449087,0.062119871714285645,0.008644284931328962,0.09897446120009808,0.06508886426928855,True,Hospitalization Rate,,Germany_JHU CSSE
24,Germany,2020-05-25,42.34356920295795,42.34356920295795,0.06393897355101986,JHU CSSE,83132799,113.11686672442964,0.0012028946601449087,0.05093485328571453,0.007827468494516624,0.07928081180027245,0.04859713530176728,True,Hospitalization Rate,,Germany_JHU CSSE
25,Germany,2020-06-01,32.043782022501546,32.043782022501546,0.05093485320408107,JHU CSSE,83132799,113.11686672442964,0.0012028946601449087,0.03854529428571453,0.0068092531653625625,0.06428098940819169,0.03758871699997045,True,Hospitalization Rate,,Germany_JHU CSSE
26,Germany,2020-06-08,39.05335935476887,39.05335935476887,0.04444508426530554,JHU CSSE,83132799,113.11686672442964,0.0012028946601449087,0.04697707742857169,0.007517211955774748,0.05917881969862404,0.029711348831987033,True,Hospitalization Rate,,Germany_JHU CSSE
27,Germany,2020-06-15,34.3326235785712,34.3326235785712,0.04090521028571375,JHU CSSE,83132799,113.11686672442964,0.0012028946601449087,0.04129852957142849,0.007048246639647902,0.054719773699423636,0.02709064687200386,True,Hospitalization Rate,,Germany_JHU CSSE
28,Germany,2020-06-22,30.184098221081513,30.184098221081513,0.03967608736734633,JHU CSSE,83132799,113.11686672442964,0.0012028946601449087,0.03630829057142839,0.006608710074391291,0.05262915911315326,0.026723015621539403,True,Hospitalization Rate,,Germany_JHU CSSE
29,Germany,2020-06-29,29.039677502427367,29.039677502427367,0.04095437520408096,JHU CSSE,83132799,113.11686672442964,0.0012028946601449087,0.03493167300000012,0.006482215895943935,0.053659518360131074,0.02824923204803085,True,Hospitalization Rate,,Germany_JHU CSSE
30,Germany,2020-07-06,31.042413849143486,31.042413849143486,0.04156893665306053,JHU CSSE,83132799,113.11686672442964,0.0012028946601449087,0.03734075385714306,0.0067020141316281034,0.054704884351051614,0.028432988955069446,True,Hospitalization Rate,,Germany_JHU CSSE
31,Germany,2020-07-13,35.19093920663272,35.19093920663272,28.74696531707047,JHU CSSE,83132799,113.11686672442964,0.0012028946601449087,0.04233099285714261,0.007135805859641161,28.760951496555364,28.732979137585573,True,Hospitalization Rate,,Germany_JHU CSSE
32,Germany,2020-07-20,39.48251722817986,39.48251722817986,29.76432909137089,JHU CSSE,83132799,113.11686672442964,0.0012028946601449087,0.04749330914285691,0.007558402474104825,29.779143560220135,29.749514622521644,True,Hospitalization Rate,,Germany_JHU CSSE
33,Germany,2020-07-27,42.62967429355058,42.62967429355058,30.61201722863586,JHU CSSE,83132799,113.11686672442964,0.0012028946601449087,0.05127900757142868,0.007853868116106985,30.62741081014343,30.59662364712829,True,Hospitalization Rate,,Germany_JHU CSSE
34,Italy,2020-04-04,121185.1476400075,121185.1476400075,31.326685498597865,JHU CSSE,60297396,70.70499017726824,0.0016584464111849872,200.97907319249327,0.5773326793620601,32.4582575501475,30.195113447048225,True,Hospitalization Rate,,Italy_JHU CSSE
35,Italy,2020-04-05,4316.0,4316.0,32.22946684723336,JHU CSSE,60297396,70.70499017726824,0.0016584464111849872,7.157854710674404,0.10895374457402333,32.44301618659845,32.015917507868274,True,Hospitalization Rate,,Italy_JHU CSSE
36,Italy,2020-04-06,3599.0,3599.0,33.21869761915891,JHU CSSE,60297396,70.70499017726824,0.0016584464111849872,5.968748633854768,0.09949296332445695,33.413703827274844,33.023691411042975,True,Hospitalization Rate,,Italy_JHU CSSE
37,Italy,2020-04-07,3039.0,3039.0,34.147446585304685,JHU CSSE,60297396,70.70499017726824,0.0016584464111849872,5.040018643591176,0.09142538395746125,34.326640337861306,33.968252832748064,True,Hospitalization Rate,,Italy_JHU CSSE
38,Italy,2020-04-08,3836.0,3836.0,6.5482571941059815,JHU CSSE,60297396,70.70499017726824,0.0016584464111849872,6.361800433305611,0.10271662522343102,6.749581779543906,6.346932608668057,True,Hospitalization Rate,,Italy_JHU CSSE
39,Italy,2020-04-09,4204.0,4204.0,6.495186908948062,JHU CSSE,60297396,70.70499017726824,0.0016584464111849872,6.972108712621686,0.10753078011824807,6.705947237979828,6.284426579916296,True,Hospitalization Rate,,Italy_JHU CSSE
40,Italy,2020-04-10,3951.0,3951.0,6.3895201804639905,JHU CSSE,60297396,70.70499017726824,0.0016584464111849872,6.552521770591884,0.10424493376010945,6.593840250633805,6.185200110294176,True,Hospitalization Rate,,Italy_JHU CSSE
41,Italy,2020-04-11,4694.0,4694.0,6.373646479099792,JHU CSSE,60297396,70.70499017726824,0.0016584464111849872,7.784747454102329,0.11362476172576765,6.596351012082296,6.150941946117287,True,Hospitalization Rate,,Italy_JHU CSSE
