,country,date,num_sites,cumulative_count,count,date_str,N0,n1,n2,percent_increase,R,C,standard_error,95_CI_below,95_CI_above,category,jhu_past_100
484,USA,2020-04-08,11.0,2595.0,164.0,2020-04-08,2431.0,164.0,182.0,6.7461949814891,6.7461949814891,5.7461949814891,0.28712825115251545,4.695941731254899,6.796448231723301,All,False
485,USA,2020-04-09,11.0,2750.0,155.0,2020-04-09,2595.0,155.0,164.0,5.973025048169557,5.973025048169557,4.973025048169557,0.2539637394770152,3.985286671080309,5.960763425258805,All,False
486,USA,2020-04-10,11.0,2964.0,214.0,2020-04-10,2750.0,214.0,155.0,7.781818181818181,7.781818181818181,6.781818181818181,0.440893628365769,5.480381682126422,8.08325468150994,All,False
487,USA,2020-04-11,11.0,3117.0,153.0,2020-04-11,2964.0,153.0,214.0,5.161943319838056,5.161943319838056,4.161943319838056,0.14863365493952707,3.4063038232421685,4.917582816433945,All,False
488,USA,2020-04-12,11.0,3274.0,157.0,2020-04-12,3117.0,157.0,153.0,5.036894449791466,5.036894449791466,4.036894449791466,0.19873987024922574,3.1631215470590535,4.910667352523878,All,False
489,USA,2020-04-13,11.0,3451.0,177.0,2020-04-13,3274.0,177.0,157.0,5.406230910201589,5.406230910201589,4.406230910201589,0.22059594627146933,3.4856651128810077,5.32679670752217,All,True
490,USA,2020-04-14,11.0,3617.0,166.0,2020-04-14,3451.0,166.0,177.0,4.810199942045784,4.810199942045784,3.8101999420457844,0.15789956737007374,3.0313630027517657,4.589036881339803,All,False
491,USA,2020-04-15,11.0,3797.0,180.0,2020-04-15,3617.0,180.0,166.0,4.976499861763893,4.976499861763893,3.9764998617638927,0.1791689803367466,3.1468640652473456,4.80613565828044,All,False
492,USA,2020-04-16,11.0,3965.0,168.0,2020-04-16,3797.0,168.0,180.0,4.424545693968923,4.424545693968923,3.4245456939689234,0.13333972384437703,2.708837734588452,4.140253653349395,All,False
493,USA,2020-04-17,11.0,4125.0,160.0,2020-04-17,3965.0,160.0,168.0,4.03530895334174,4.03530895334174,3.0353089533417403,0.12094659108489138,2.353672375456047,3.7169455312274335,All,False
494,USA,2020-04-18,11.0,4254.0,129.0,2020-04-18,4125.0,129.0,160.0,3.127272727272727,3.127272727272727,2.127272727272727,0.08066942148760328,1.570586415615276,2.683959038930178,All,False
495,USA,2020-04-19,11.0,4347.0,93.0,2020-04-19,4254.0,93.0,129.0,2.1861777150916786,2.1861777150916786,1.1861777150916786,0.053996517186474045,0.730729561704755,1.6416258684786023,All,False
496,USA,2020-04-20,11.0,4542.0,195.0,2020-04-20,4347.0,195.0,93.0,4.485852311939269,4.485852311939269,3.4858523119392686,0.2646099277039801,2.4776234201356218,4.494081203742915,All,True
497,USA,2020-04-21,11.0,4681.0,139.0,2020-04-21,4542.0,139.0,195.0,3.0603258476442097,3.0603258476442097,2.0603258476442097,0.0637226673918126,1.565556205232322,2.5550954900560976,All,False
498,USA,2020-04-22,11.0,4813.0,132.0,2020-04-22,4681.0,132.0,139.0,2.8199102755821404,2.8199102755821404,1.8199102755821404,0.07749499451738046,1.274286988929189,2.3655335622350915,All,False
499,USA,2020-04-23,11.0,4934.0,121.0,2020-04-23,4813.0,121.0,132.0,2.5140245169333055,2.5140245169333055,1.5140245169333055,0.06692684688390187,1.006968134477471,2.02108089938914,All,False
500,USA,2020-04-24,11.0,5092.0,158.0,2020-04-24,4934.0,158.0,121.0,3.2022699635184435,3.2022699635184435,2.2022699635184435,0.1112132469650484,1.5486364197487483,2.8559035072881387,All,False
501,USA,2020-04-25,11.0,5170.0,78.0,2020-04-25,5092.0,78.0,158.0,1.5318146111547526,1.5318146111547526,0.5318146111547526,0.02454601654494898,0.22473811065516047,0.8388911116543447,All,False
502,USA,2020-04-26,11.0,5278.0,108.0,2020-04-26,5170.0,108.0,78.0,2.0889748549323017,2.0889748549323017,1.0889748549323017,0.08272808717271453,0.5252300370557201,1.6527196728088833,All,False
503,USA,2020-04-27,11.0,5420.0,142.0,2020-04-27,5278.0,142.0,108.0,2.6904130352406215,2.6904130352406215,1.6904130352406215,0.09193273458734513,1.096132972315114,2.284693098166129,All,True
504,USA,2020-04-28,11.0,5556.0,136.0,2020-04-28,5420.0,136.0,142.0,2.5092250922509227,2.5092250922509227,1.5092250922509227,0.06201011025234208,1.0211492379563292,1.9973009465455163,All,False
505,USA,2020-04-29,11.0,5671.0,115.0,2020-04-29,5556.0,115.0,136.0,2.0698344132469404,2.0698344132469404,1.0698344132469404,0.04672094787873711,0.6461798447941071,1.4934889816997736,All,False
506,USA,2020-04-30,11.0,5793.0,122.0,2020-04-30,5671.0,122.0,115.0,2.1512960677129254,2.1512960677129254,1.1512960677129254,0.05895105077104366,0.6754112532440864,1.6271808821817644,All,False
507,USA,2020-05-01,11.0,5905.0,112.0,2020-05-01,5793.0,112.0,122.0,1.9333678577593647,1.9333678577593647,0.9333678577593647,0.04648589451783934,0.5107803373807671,1.3559553781379623,All,False
508,USA,2020-05-02,11.0,5996.0,91.0,2020-05-02,5905.0,91.0,112.0,1.5410668924640136,1.5410668924640136,0.5410668924640136,0.034963875531363445,0.17457374895204308,0.9075600359759841,All,False
509,USA,2020-05-03,11.0,6099.0,103.0,2020-05-03,5996.0,103.0,91.0,1.7178118745830553,1.7178118745830553,0.7178118745830553,0.05130428034111655,0.2738630899710988,1.1617606591950118,All,False
510,USA,2020-05-04,11.0,6213.0,114.0,2020-05-04,6099.0,114.0,103.0,1.8691588785046727,1.8691588785046727,0.8691588785046727,0.052067124190267176,0.42192173303335745,1.316396023975988,All,True
511,USA,2020-05-05,11.0,6333.0,120.0,2020-05-05,6213.0,120.0,114.0,1.931434089811685,1.931434089811685,0.9314340898116851,0.04966554151840682,0.49463305467427654,1.3682351249490936,All,False
512,USA,2020-05-06,11.0,6420.0,87.0,2020-05-06,6333.0,87.0,120.0,1.3737565135007106,1.3737565135007106,0.3737565135007106,0.027174695599052823,0.050655429297451815,0.6968575977039694,All,False
513,USA,2020-05-07,11.0,6534.0,114.0,2020-05-07,6420.0,114.0,87.0,1.7757009345794394,1.7757009345794394,0.7757009345794394,0.05665304303041074,0.30918370005789914,1.2422181691009797,All,False
514,USA,2020-05-08,11.0,6625.0,91.0,2020-05-08,6534.0,91.0,114.0,1.3927150290786654,1.3927150290786654,0.3927150290786654,0.02923131737982678,0.05761052471272504,0.7278195334446058,All,False
515,USA,2020-05-09,11.0,6716.0,91.0,2020-05-09,6625.0,91.0,91.0,1.3735849056603773,1.3735849056603773,0.3735849056603773,0.03582769668921324,0.0025920760783467167,0.7445777352424079,All,False
516,USA,2020-05-10,11.0,6793.0,77.0,2020-05-10,6716.0,77.0,91.0,1.1465157832042883,1.1465157832042883,0.14651578320428826,0.027044112355393744,-0.17580806329869791,0.46883962970727444,All,False
517,USA,2020-05-11,11.0,6866.0,73.0,2020-05-11,6793.0,73.0,77.0,1.0746356543500664,1.0746356543500664,0.07463565435006636,0.02895425251883716,-0.25887694882463347,0.4081482575247662,All,True
518,USA,2020-05-12,11.0,6955.0,89.0,2020-05-12,6866.0,89.0,73.0,1.2962423536265657,1.2962423536265657,0.2962423536265657,0.040773788944683614,-0.09953105074757435,0.6920157580007058,All,False
519,USA,2020-05-13,11.0,7020.0,65.0,2020-05-13,6955.0,65.0,89.0,0.9345794392523363,0.9345794392523363,-0.06542056074766367,0.02031481087107357,-0.3447794293062191,0.21393830781089174,All,False
520,USA,2020-05-14,11.0,7097.0,77.0,2020-05-14,7020.0,77.0,65.0,1.0968660968660968,1.0968660968660968,0.09686609686609682,0.03538432817415942,-0.2718240645348427,0.46555625826703634,All,False
521,USA,2020-05-15,10.0,7175.0,78.0,2020-05-15,7097.0,78.0,77.0,1.0990559391292094,1.0990559391292094,0.0990559391292094,0.029960777876161013,-0.2402040265152211,0.4383159047736399,All,False
522,USA,2020-05-16,10.0,7255.0,80.0,2020-05-16,7175.0,80.0,78.0,1.1149825783972125,1.1149825783972125,0.11498257839721249,0.03023293241700652,-0.22581477073152156,0.45577992752594654,All,False
523,USA,2020-05-17,10.0,7314.0,59.0,2020-05-17,7255.0,59.0,80.0,0.8132322536181944,0.8132322536181944,-0.1867677463818056,0.01843223689928902,-0.45286788030193104,0.07933238753831984,All,False
524,USA,2020-05-18,10.0,7370.0,56.0,2020-05-18,7314.0,56.0,59.0,0.7656549083948592,0.7656549083948592,-0.23434509160514083,0.022913260121084734,-0.5310327726455897,0.062342589435308016,All,True
525,USA,2020-05-19,10.0,7430.0,60.0,2020-05-19,7370.0,60.0,56.0,0.8141112618724559,0.8141112618724559,-0.18588873812754414,0.026373007296071754,-0.504188195916258,0.13241071966116974,All,False
526,USA,2020-05-20,10.0,7477.0,47.0,2020-05-20,7430.0,47.0,60.0,0.6325706594885598,0.6325706594885598,-0.36742934051144016,0.017211938312239185,-0.6245701233917489,-0.11028855763113149,All,False
527,USA,2020-05-21,10.0,7548.0,71.0,2020-05-21,7477.0,71.0,47.0,0.9495787080379832,0.9495787080379832,-0.050421291962016834,0.03938890278291635,-0.4394153908000988,0.3385728068760651,All,False
528,USA,2020-05-22,10.0,7615.0,67.0,2020-05-22,7548.0,67.0,71.0,0.8876523582405935,0.8876523582405935,-0.11234764175940648,0.023599705173671555,-0.41344667429716914,0.18875139077835618,All,False
529,USA,2020-05-23,10.0,7665.0,50.0,2020-05-23,7615.0,50.0,67.0,0.6565988181221274,0.6565988181221274,-0.3434011818778726,0.016234639195246297,-0.5931350200585609,-0.09366734369718435,All,False
530,USA,2020-05-24,10.0,7718.0,53.0,2020-05-24,7665.0,53.0,50.0,0.6914546640574037,0.6914546640574037,-0.30854533594259625,0.023391284330082817,-0.6083118415472855,-0.008778830337907106,All,False
531,USA,2020-05-25,10.0,7763.0,45.0,2020-05-25,7718.0,45.0,53.0,0.5830526043016325,0.5830526043016325,-0.4169473956983675,0.01741514988084054,-0.6756016819227351,-0.15829310947399994,All,True
532,USA,2020-05-26,9.0,7828.0,65.0,2020-05-26,7763.0,65.0,45.0,0.8373051655287905,0.8373051655287905,-0.16269483447120947,0.03418633568333302,-0.5250899602125639,0.199700291270145,All,False
533,USA,2020-05-27,9.0,7890.0,62.0,2020-05-27,7828.0,62.0,65.0,0.7920286152273889,0.7920286152273889,-0.20797138477261112,0.02183596834717545,-0.49760055457860497,0.08165778503338272,All,False
534,USA,2020-05-28,9.0,7944.0,54.0,2020-05-28,7890.0,54.0,62.0,0.6844106463878328,0.6844106463878328,-0.3155893536121672,0.0185940093431749,-0.5828546642919123,-0.048324042932422095,All,False
535,USA,2020-05-29,9.0,7992.0,48.0,2020-05-29,7944.0,48.0,54.0,0.6042296072507553,0.6042296072507553,-0.39577039274924475,0.017950426398688095,-0.6583696274267286,-0.133171158071761,All,False
536,USA,2020-05-30,9.0,8044.0,52.0,2020-05-30,7992.0,52.0,48.0,0.6506506506506506,0.6506506506506506,-0.34934934934934936,0.02237493583005762,-0.642531124848355,-0.05616757385034371,All,False
537,USA,2020-05-31,9.0,8068.0,24.0,2020-05-31,8044.0,24.0,52.0,0.29835902536051717,0.29835902536051717,-0.7016409746394828,0.007449560257203748,-0.870810211453018,-0.5324717378259477,All,False
538,USA,2020-06-01,9.0,8120.0,52.0,2020-06-01,8068.0,52.0,24.0,0.6445215666831929,0.6445215666831929,-0.35547843331680706,0.044163734025122935,-0.7673757513839587,0.05641888475034457,All,True
539,USA,2020-06-02,9.0,8158.0,38.0,2020-06-02,8120.0,38.0,52.0,0.4679802955665025,0.4679802955665025,-0.5320197044334976,0.013211266396250261,-0.7573026398454701,-0.306736769021525,All,False
540,USA,2020-06-03,9.0,8177.0,19.0,2020-06-03,8158.0,19.0,38.0,0.2329002206423143,0.2329002206423143,-0.7670997793576857,0.007556387721514552,-0.9374776507816776,-0.5967219079336938,All,False
541,USA,2020-06-04,9.0,8210.0,33.0,2020-06-04,8177.0,33.0,19.0,0.4035709918062859,0.4035709918062859,-0.596429008193714,0.029812659854410273,-0.9348493298304362,-0.25800868655699183,All,False
542,USA,2020-06-05,9.0,8252.0,42.0,2020-06-05,8210.0,42.0,33.0,0.5115712545676004,0.5115712545676004,-0.48842874543239956,0.023432618274771787,-0.7884599877462015,-0.18839750311859765,All,False
543,USA,2020-06-06,9.0,8278.0,26.0,2020-06-06,8252.0,26.0,42.0,0.31507513330101794,0.31507513330101794,-0.684924866698982,0.009865416022039813,-0.8796014759520407,-0.4902482574459232,All,False
544,USA,2020-06-07,9.0,8304.0,26.0,2020-06-07,8278.0,26.0,26.0,0.31408552790529115,0.31408552790529115,-0.6859144720947088,0.0158744325671091,-0.9328622806490798,-0.4389666635403377,All,False
545,USA,2020-06-08,9.0,8318.0,14.0,2020-06-08,8304.0,14.0,26.0,0.16859344894026976,0.16859344894026976,-0.8314065510597303,0.007577584614070965,-1.0020232239068323,-0.6607898782126284,All,True
546,USA,2020-06-09,8.0,8351.0,33.0,2020-06-09,8318.0,33.0,14.0,0.396729983169031,0.396729983169031,-0.603270016830969,0.03958033305102362,-0.9932082266140221,-0.21333180704791593,All,False
547,USA,2020-06-10,8.0,8377.0,26.0,2020-06-10,8351.0,26.0,33.0,0.31133995928631303,0.31133995928631303,-0.6886600407136869,0.012371894834385336,-0.9066689194222723,-0.4706511620051015,All,False
548,USA,2020-06-11,8.0,8396.0,19.0,2020-06-11,8377.0,19.0,26.0,0.22681150769965383,0.22681150769965383,-0.7731884923003461,0.010702114143255538,-0.9759524972241256,-0.5704244873765667,All,False
549,USA,2020-06-12,8.0,8429.0,33.0,2020-06-12,8396.0,33.0,19.0,0.39304430681276803,0.39304430681276803,-0.606955693187232,0.028817270206878808,-0.939678438467361,-0.27423294790710295,All,False
550,USA,2020-06-13,8.0,8433.0,4.0,2020-06-13,8429.0,4.0,33.0,0.047455214141653816,0.047455214141653816,-0.9525447858583462,0.001506279136087395,-1.02861397758005,-0.8764755941366424,All,False
551,USA,2020-06-14,8.0,8460.0,27.0,2020-06-14,8433.0,27.0,4.0,0.32017075773745995,0.32017075773745995,-0.67982924226254,0.1056700179619098,-1.3169649742714054,-0.04269351025367463,All,False
552,USA,2020-06-15,8.0,8487.0,27.0,2020-06-15,8460.0,27.0,27.0,0.3191489361702127,0.3191489361702127,-0.6808510638297873,0.015592777023288564,-0.9255983053110047,-0.4361038223485699,All,True
553,USA,2020-06-16,8.0,8512.0,25.0,2020-06-16,8487.0,25.0,27.0,0.29456816307293504,0.29456816307293504,-0.7054318369270649,0.014123650584040678,-0.9383640504220014,-0.4724996234321284,All,False
554,USA,2020-06-17,8.0,8546.0,34.0,2020-06-17,8512.0,34.0,25.0,0.39943609022556387,0.39943609022556387,-0.6005639097744362,0.022359411216009945,-0.8936439570779395,-0.3074838624709328,All,False
